ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
649,8/2/2025,Argentina,Rosario,Ana Rodriguez,Impresora,Oficina,5,294,1470,Terrestre,En transito
650,27/9/2024,Uruguay,Salto,Pedro Martinez,Laptop,Electronica,3,121,363,Terrestre,Cancelado
651,4/3/2025,Peru,Arequipa,Ana Martinez,Auriculares,Accesorios,3,533,1599,Aereo,Pendiente
652,23/5/2024,Peru,Lima,Luis Sanchez,Escritorio,Muebles,4,1011,4044,Aereo,Pendiente
653,4/9/2024,Colombia,Bogota,Ana Lopez,Silla ergonomica,Muebles,4,433,1733,Aereo,Entregado
654,25/7/2024,Chile,Valparaiso,Ana Sanchez,Camara,Electronica,4,1003,4013,Aereo,Entregado
655,20/3/2024,Paraguay,Ciudad del Este,Luis Garcia,Escritorio,Muebles,1,540,540,Maritimo,Cancelado
656,14/10/2024,Paraguay,Encarnacion,Lucia Lopez,Impresora,Oficina,5,774,3872,Maritimo,Cancelado
657,31/8/2024,Brasil,Rio de Janeiro,Carlos Lopez,Laptop,Electronica,1,900,900,Terrestre,En transito
658,22/1/2025,Chile,Valparaiso,Lucia Lopez,Auriculares,Accesorios,1,747,747,Aereo,Pendiente
659,21/2/2024,Argentina,Rosario,Laura Garcia,Teclado,Accesorios,4,263,1052,Maritimo,En transito
660,21/2/2025,Colombia,Cali,Pedro Martinez,Escritorio,Muebles,2,94,188,Maritimo,Cancelado
661,23/2/2024,Argentina,Cordoba,Juan Garcia,Teclado,Accesorios,3,1005,3017,Aereo,Entregado
662,16/10/2024,Ecuador,Quito,Maria Sanchez,Silla ergonomica,Muebles,4,580,2322,Terrestre,En transito
663,6/3/2024,Argentina,Buenos Aires,Carlos Sanchez,Escritorio,Muebles,4,1000,4002,Maritimo,Cancelado
664,21/1/2025,Peru,Arequipa,Ana Martinez,Laptop,Electronica,4,405,1620,Terrestre,En transito
665,25/1/2025,Bolivia,La Paz,Lucia Sanchez,Laptop,Electronica,4,696,2786,Maritimo,Pendiente
666,16/7/2024,Ecuador,Guayaquil,Pedro Perez,Monitor,Electronica,1,52,52,Maritimo,Cancelado
667,9/9/2024,Ecuador,Guayaquil,Juan Martinez,Tablet,Electronica,1,240,240,Aereo,Pendiente
668,23/12/2024,Venezuela,Caracas,Ana Martinez,Tablet,Electronica,2,628,1256,Maritimo,Cancelado
669,19/3/2024,Peru,Cusco,Ana Rodriguez,Celular,Electronica,4,583,2333,Aereo,En transito
670,28/12/2024,Colombia,Bogota,Luis Martinez,Auriculares,Accesorios,1,1021,1021,Maritimo,Entregado
671,12/3/2025,Brasil,Sao Paulo,Laura Martinez,Celular,Electronica,4,302,1210,Aereo,Cancelado
672,29/7/2024,Peru,Cusco,Maria Garcia,Celular,Electronica,2,566,1132,Maritimo,Entregado
673,8/5/2024,Paraguay,Encarnacion,Juan Martinez,Monitor,Electronica,4,506,2027,Terrestre,En transito
674,3/3/2024,Brasil,Sao Paulo,Lucia Perez,Escritorio,Muebles,2,1053,2106,Terrestre,Entregado
675,5/3/2025,Bolivia,La Paz,Maria Perez,Auriculares,Accesorios,2,197,394,Maritimo,Pendiente
676,10/7/2024,Brasil,Rio de Janeiro,Carlos Lopez,Silla ergonomica,Muebles,1,743,743,Aereo,Cancelado
677,18/9/2024,Colombia,Medellin,Maria Garcia,Silla ergonomica,Muebles,3,597,1791,Terrestre,En transito
678,12/2/2024,Argentina,Buenos Aires,Laura Rodriguez,Escritorio,Muebles,1,58,58,Aereo,Entregado
679,15/6/2024,Uruguay,Paysandu,Maria Sanchez,Tablet,Electronica,5,1166,5832,Terrestre,Pendiente
680,1/1/2025,Chile,Concepcion,Pedro Rodriguez,Silla ergonomica,Muebles,3,238,715,Terrestre,Entregado
681,12/8/2024,Chile,Valparaiso,Ana Perez,Impresora,Oficina,1,1172,1172,Aereo,En transito
682,8/7/2024,Chile,Concepcion,Lucia Garcia,Escritorio,Muebles,1,642,642,Terrestre,Pendiente
683,24/12/2024,Argentina,Rosario,Laura Garcia,Auriculares,Accesorios,5,469,2349,Aereo,Pendiente
684,27/1/2024,Brasil,Rio de Janeiro,Ana Rodriguez,Escritorio,Muebles,4,856,3427,Aereo,En transito
685,11/5/2024,Colombia,Cali,Laura Lopez,Laptop,Electronica,4,914,3656,Aereo,Cancelado
686,15/2/2024,Bolivia,Cochabamba,Pedro Rodriguez,Auriculares,Accesorios,2,38,77,Maritimo,Entregado
687,9/11/2024,Bolivia,Santa Cruz,Laura Martinez,Camara,Electronica,5,267,1336,Aereo,Entregado
688,20/6/2024,Ecuador,Cuenca,Luis Lopez,Monitor,Electronica,2,224,448,Aereo,En transito
689,24/8/2024,Chile,Valparaiso,Juan Martinez,Escritorio,Muebles,3,993,2981,Aereo,Entregado
690,11/4/2024,Colombia,Medellin,Laura Sanchez,Auriculares,Accesorios,4,782,3130,Terrestre,Cancelado
691,16/10/2024,Venezuela,Valencia,Carlos Lopez,Silla ergonomica,Muebles,4,240,962,Aereo,Pendiente
692,2/6/2024,Paraguay,Encarnacion,Juan Martinez,Auriculares,Accesorios,5,617,3086,Terrestre,Cancelado
693,25/12/2024,Uruguay,Salto,Pedro Sanchez,Tablet,Electronica,4,401,1607,Maritimo,Cancelado
694,20/2/2024,Colombia,Medellin,Maria Garcia,Celular,Electronica,5,1042,5210,Aereo,En transito
695,1/10/2024,Bolivia,Santa Cruz,Luis Rodriguez,Escritorio,Muebles,1,504,504,Terrestre,En transito
696,12/4/2024,Bolivia,La Paz,Juan Martinez,Teclado,Accesorios,3,884,2654,Terrestre,Entregado
697,24/2/2025,Ecuador,Quito,Ana Perez,Laptop,Electronica,2,608,1217,Maritimo,Entregado
698,15/3/2025,Paraguay,Asuncion,Juan Rodriguez,Silla ergonomica,Muebles,2,756,1512,Terrestre,En transito
699,10/6/2024,Uruguay,Salto,Maria Perez,Teclado,Accesorios,3,819,2458,Aereo,Entregado
700,27/2/2025,Venezuela,Valencia,Maria Rodriguez,Tablet,Electronica,4,982,3931,Terrestre,Pendiente
701,2/7/2024,Chile,Concepcion,Juan Rodriguez,Auriculares,Accesorios,2,143,287,Maritimo,Cancelado
702,17/10/2024,Uruguay,Paysandu,Juan Lopez,Laptop,Electronica,4,1065,4262,Maritimo,Pendiente
703,24/3/2024,Uruguay,Paysandu,Juan Lopez,Laptop,Electronica,5,993,4966,Aereo,Pendiente
704,12/6/2024,Ecuador,Quito,Pedro Sanchez,Monitor,Electronica,4,263,1053,Maritimo,Pendiente
705,3/4/2024,Colombia,Medellin,Maria Garcia,Auriculares,Accesorios,2,1148,2297,Maritimo,En transito
706,23/3/2024,Paraguay,Ciudad del Este,Carlos Martinez,Impresora,Oficina,4,150,601,Terrestre,Entregado
707,22/1/2025,Bolivia,La Paz,Ana Rodriguez,Impresora,Oficina,5,141,709,Aereo,Entregado
708,15/2/2025,Ecuador,Cuenca,Maria Garcia,Monitor,Electronica,2,69,138,Maritimo,Cancelado
709,15/9/2024,Chile,Valparaiso,Luis Garcia,Camara,Electronica,4,71,285,Terrestre,Entregado
710,20/6/2024,Argentina,Cordoba,Ana Garcia,Teclado,Accesorios,1,810,810,Maritimo,Cancelado
711,23/2/2025,Bolivia,Cochabamba,Pedro Sanchez,Escritorio,Muebles,3,1007,3021,Maritimo,Cancelado
712,1/3/2025,Venezuela,Caracas,Lucia Rodriguez,Teclado,Accesorios,3,386,1159,Aereo,Pendiente
713,29/1/2024,Bolivia,Cochabamba,Luis Garcia,Monitor,Electronica,5,872,4362,Maritimo,Cancelado
714,5/12/2024,Paraguay,Ciudad del Este,Ana Martinez,Tablet,Electronica,1,948,948,Aereo,En transito
715,17/2/2025,Venezuela,Valencia,Luis Lopez,Tablet,Electronica,4,489,1958,Maritimo,En transito
716,26/4/2024,Uruguay,Salto,Maria Sanchez,Celular,Electronica,2,572,1144,Maritimo,Pendiente
717,9/9/2024,Brasil,Sao Paulo,Pedro Perez,Celular,Electronica,1,660,660,Aereo,En transito
718,5/8/2024,Chile,Santiago,Maria Rodriguez,Auriculares,Accesorios,1,541,541,Aereo,En transito
719,26/9/2024,Paraguay,Asuncion,Lucia Lopez,Auriculares,Accesorios,3,452,1356,Aereo,Pendiente
720,4/1/2024,Ecuador,Cuenca,Ana Garcia,Impresora,Oficina,3,63,191,Aereo,Cancelado
721,28/4/2024,Ecuador,Guayaquil,Laura Martinez,Laptop,Electronica,2,214,428,Terrestre,Entregado
722,14/10/2024,Brasil,Rio de Janeiro,Carlos Garcia,Celular,Electronica,1,177,177,Terrestre,Pendiente
723,26/7/2024,Paraguay,Asuncion,Laura Sanchez,Impresora,Oficina,3,781,2345,Maritimo,En transito
724,24/4/2024,Argentina,Cordoba,Pedro Perez,Laptop,Electronica,2,669,1339,Maritimo,En transito
725,25/12/2024,Ecuador,Cuenca,Luis Garcia,Monitor,Electronica,3,148,445,Maritimo,Cancelado
726,5/4/2024,Colombia,Bogota,Lucia Lopez,Teclado,Accesorios,2,76,153,Maritimo,Pendiente
727,14/3/2024,Bolivia,Santa Cruz,Carlos Garcia,Celular,Electronica,1,145,145,Maritimo,Entregado
728,13/6/2024,Brasil,Rio de Janeiro,Juan Garcia,Teclado,Accesorios,1,725,725,Terrestre,Entregado
729,23/12/2024,Ecuador,Guayaquil,Laura Lopez,Silla ergonomica,Muebles,4,1149,4597,Terrestre,En transito
730,23/8/2024,Peru,Lima,Luis Sanchez,Silla ergonomica,Muebles,3,912,2736,Aereo,Pendiente
731,25/10/2024,Argentina,Buenos Aires,Lucia Lopez,Impresora,Oficina,2,865,1730,Terrestre,Pendiente
732,3/1/2025,Colombia,Medellin,Maria Rodriguez,Escritorio,Muebles,4,1168,4672,Terrestre,En transito
733,31/7/2024,Brasil,Brasilia,Maria Sanchez,Silla ergonomica,Muebles,1,952,952,Maritimo,En transito
734,15/3/2024,Ecuador,Guayaquil,Maria Rodriguez,Impresora,Oficina,2,584,1169,Maritimo,Entregado
735,5/2/2024,Brasil,Brasilia,Juan Perez,Escritorio,Muebles,1,945,945,Terrestre,Cancelado
736,4/3/2025,Argentina,Buenos Aires,Luis Garcia,Celular,Electronica,3,69,208,Terrestre,Pendiente
737,20/12/2024,Uruguay,Montevideo,Laura Garcia,Silla ergonomica,Muebles,4,117,468,Aereo,Cancelado
738,4/1/2024,Uruguay,Montevideo,Luis Martinez,Tablet,Electronica,4,1191,4765,Terrestre,Cancelado
739,27/4/2024,Ecuador,Cuenca,Laura Sanchez,Camara,Electronica,4,385,1542,Aereo,Entregado
740,13/8/2024,Paraguay,Encarnacion,Ana Rodriguez,Celular,Electronica,1,444,444,Maritimo,Cancelado
741,30/10/2024,Paraguay,Asuncion,Laura Martinez,Escritorio,Muebles,4,559,2236,Terrestre,En transito
742,3/3/2025,Venezuela,Caracas,Juan Garcia,Auriculares,Accesorios,2,914,1829,Terrestre,En transito
743,22/9/2024,Chile,Santiago,Ana Perez,Auriculares,Accesorios,1,125,125,Maritimo,Pendiente
744,28/2/2025,Venezuela,Maracaibo,Luis Lopez,Camara,Electronica,2,927,1854,Terrestre,Cancelado
745,16/1/2025,Bolivia,Cochabamba,Maria Garcia,Camara,Electronica,3,440,1322,Terrestre,En transito
746,2/1/2024,Uruguay,Paysandu,Maria Lopez,Silla ergonomica,Muebles,5,249,1249,Aereo,En transito
747,16/9/2024,Paraguay,Asuncion,Lucia Sanchez,Silla ergonomica,Muebles,4,376,1506,Terrestre,Cancelado
748,26/8/2024,Chile,Valparaiso,Ana Sanchez,Camara,Electronica,2,883,1766,Terrestre,Pendiente
749,3/5/2024,Bolivia,Santa Cruz,Pedro Garcia,Auriculares,Accesorios,4,124,497,Aereo,En transito
750,17/8/2024,Uruguay,Salto,Laura Perez,Silla ergonomica,Muebles,2,624,1249,Aereo,En transito
751,11/8/2024,Venezuela,Maracaibo,Juan Sanchez,Tablet,Electronica,5,215,1076,Maritimo,En transito
752,12/1/2024,Chile,Santiago,Ana Perez,Impresora,Oficina,1,1185,1185,Terrestre,Entregado
753,25/4/2024,Paraguay,Ciudad del Este,Juan Rodriguez,Tablet,Electronica,5,689,3447,Terrestre,Pendiente
754,13/12/2024,Venezuela,Valencia,Maria Rodriguez,Monitor,Electronica,3,32,97,Maritimo,Pendiente
755,11/8/2024,Bolivia,La Paz,Laura Lopez,Auriculares,Accesorios,5,260,1302,Aereo,En transito
756,29/4/2024,Paraguay,Encarnacion,Lucia Sanchez,Monitor,Electronica,3,921,2765,Terrestre,Cancelado
757,25/11/2024,Bolivia,Santa Cruz,Carlos Rodriguez,Auriculares,Accesorios,2,704,1408,Terrestre,Entregado
758,23/1/2025,Paraguay,Asuncion,Laura Sanchez,Tablet,Electronica,3,1188,3564,Maritimo,En transito
759,24/1/2024,Uruguay,Salto,Laura Sanchez,Laptop,Electronica,3,204,613,Aereo,Entregado
760,11/4/2024,Peru,Arequipa,Maria Garcia,Escritorio,Muebles,5,962,4813,Terrestre,Pendiente
761,30/8/2024,Brasil,Rio de Janeiro,Carlos Lopez,Camara,Electronica,2,1124,2249,Aereo,Cancelado
762,27/9/2024,Paraguay,Asuncion,Juan Lopez,Teclado,Accesorios,1,679,679,Aereo,Cancelado
763,25/1/2024,Paraguay,Ciudad del Este,Luis Perez,Auriculares,Accesorios,3,836,2509,Maritimo,Cancelado
764,15/9/2024,Chile,Santiago,Laura Rodriguez,Tablet,Electronica,2,752,1504,Aereo,Cancelado
765,29/9/2024,Peru,Cusco,Maria Perez,Silla ergonomica,Muebles,1,374,374,Aereo,Pendiente
766,17/3/2024,Chile,Valparaiso,Pedro Sanchez,Celular,Electronica,2,866,1733,Terrestre,En transito
767,23/3/2025,Argentina,Buenos Aires,Juan Rodriguez,Silla ergonomica,Muebles,2,136,272,Aereo,Cancelado
768,28/7/2024,Paraguay,Encarnacion,Pedro Garcia,Escritorio,Muebles,5,47,239,Maritimo,Entregado
769,30/5/2024,Argentina,Rosario,Maria Lopez,Celular,Electronica,2,756,1513,Maritimo,Pendiente
770,12/10/2024,Brasil,Brasilia,Luis Sanchez,Escritorio,Muebles,3,1112,3338,Maritimo,En transito
771,30/8/2024,Argentina,Rosario,Laura Sanchez,Tablet,Electronica,3,503,1509,Aereo,Entregado
772,25/2/2024,Venezuela,Maracaibo,Luis Garcia,Silla ergonomica,Muebles,2,333,667,Maritimo,Cancelado
773,1/3/2024,Bolivia,La Paz,Juan Sanchez,Auriculares,Accesorios,2,851,1702,Aereo,Entregado
774,2/3/2024,Chile,Concepcion,Maria Sanchez,Impresora,Oficina,3,510,1531,Maritimo,En transito
775,16/1/2024,Ecuador,Cuenca,Luis Martinez,Celular,Electronica,5,107,535,Terrestre,En transito
776,16/10/2024,Paraguay,Encarnacion,Pedro Sanchez,Escritorio,Muebles,4,106,424,Maritimo,Entregado
777,12/3/2025,Venezuela,Maracaibo,Pedro Sanchez,Auriculares,Accesorios,1,32,32,Maritimo,Pendiente
778,7/10/2024,Brasil,Sao Paulo,Maria Martinez,Teclado,Accesorios,5,1026,5133,Aereo,En transito
779,7/3/2025,Bolivia,Cochabamba,Laura Sanchez,Auriculares,Accesorios,3,398,1196,Terrestre,Entregado
780,9/12/2024,Bolivia,Cochabamba,Lucia Martinez,Laptop,Electronica,5,396,1981,Terrestre,Cancelado
781,14/3/2024,Uruguay,Montevideo,Maria Sanchez,Impresora,Oficina,3,406,1219,Aereo,En transito
782,1/11/2024,Peru,Lima,Juan Garcia,Camara,Electronica,1,65,65,Aereo,Pendiente
783,10/1/2024,Venezuela,Maracaibo,Pedro Martinez,Laptop,Electronica,3,243,731,Aereo,Cancelado
784,14/1/2025,Bolivia,Cochabamba,Ana Lopez,Silla ergonomica,Muebles,5,1019,5098,Terrestre,Entregado
785,29/7/2024,Bolivia,La Paz,Laura Perez,Laptop,Electronica,1,947,947,Aereo,En transito
786,21/5/2024,Chile,Santiago,Pedro Garcia,Escritorio,Muebles,4,41,165,Maritimo,Pendiente
787,31/5/2024,Ecuador,Guayaquil,Lucia Lopez,Silla ergonomica,Muebles,4,25,101,Maritimo,Entregado
788,15/9/2024,Venezuela,Maracaibo,Laura Garcia,Auriculares,Accesorios,4,612,2451,Terrestre,Cancelado
789,16/11/2024,Ecuador,Cuenca,Ana Sanchez,Tablet,Electronica,4,750,3002,Aereo,Pendiente
790,16/6/2024,Venezuela,Maracaibo,Maria Martinez,Tablet,Electronica,2,175,351,Terrestre,Cancelado
791,20/6/2024,Paraguay,Asuncion,Pedro Sanchez,Camara,Electronica,5,328,1644,Aereo,En transito
792,11/8/2024,Colombia,Bogota,Luis Sanchez,Celular,Electronica,4,624,2497,Aereo,Entregado
793,2/3/2024,Ecuador,Guayaquil,Laura Garcia,Silla ergonomica,Muebles,5,632,3160,Aereo,En transito
794,20/3/2025,Colombia,Cali,Luis Garcia,Teclado,Accesorios,4,973,3895,Maritimo,Entregado
795,13/8/2024,Argentina,Buenos Aires,Juan Lopez,Teclado,Accesorios,5,199,996,Terrestre,Cancelado
796,22/6/2024,Ecuador,Guayaquil,Ana Garcia,Teclado,Accesorios,4,379,1517,Maritimo,En transito
797,4/2/2025,Uruguay,Salto,Carlos Garcia,Auriculares,Accesorios,1,89,89,Maritimo,Entregado
798,16/5/2024,Venezuela,Maracaibo,Lucia Sanchez,Teclado,Accesorios,3,729,2189,Maritimo,Entregado
799,20/3/2025,Venezuela,Caracas,Maria Rodriguez,Teclado,Accesorios,3,413,1241,Terrestre,Cancelado
800,20/2/2024,Argentina,Cordoba,Carlos Martinez,Auriculares,Accesorios,5,834,4171,Maritimo,En transito
801,7/4/2024,Ecuador,Cuenca,Maria Lopez,Laptop,Electronica,1,1170,1170,Aereo,En transito
802,7/2/2024,Brasil,Sao Paulo,Lucia Lopez,Celular,Electronica,4,93,375,Terrestre,Cancelado
803,22/3/2025,Venezuela,Caracas,Ana Rodriguez,Silla ergonomica,Muebles,2,855,1710,Maritimo,Entregado
804,13/3/2024,Chile,Santiago,Laura Lopez,Laptop,Electronica,1,431,431,Aereo,En transito
805,23/7/2024,Colombia,Cali,Juan Garcia,Teclado,Accesorios,2,778,1556,Aereo,Cancelado
806,7/3/2024,Brasil,Brasilia,Juan Martinez,Tablet,Electronica,1,450,450,Aereo,Pendiente
807,22/12/2024,Uruguay,Paysandu,Carlos Garcia,Auriculares,Accesorios,2,1159,2318,Aereo,En transito
808,5/3/2024,Bolivia,La Paz,Lucia Lopez,Impresora,Oficina,1,565,565,Terrestre,En transito
809,11/10/2024,Venezuela,Caracas,Pedro Martinez,Laptop,Electronica,2,467,934,Terrestre,En transito
810,12/10/2024,Venezuela,Valencia,Maria Rodriguez,Tablet,Electronica,5,663,3317,Maritimo,Entregado
811,11/8/2024,Argentina,Rosario,Luis Martinez,Laptop,Electronica,2,824,1648,Maritimo,En transito
812,7/11/2024,Paraguay,Encarnacion,Laura Garcia,Teclado,Accesorios,3,1139,3417,Maritimo,Entregado
813,21/1/2024,Colombia,Cali,Lucia Rodriguez,Monitor,Electronica,4,679,2718,Maritimo,En transito
814,13/8/2024,Paraguay,Encarnacion,Maria Sanchez,Auriculares,Accesorios,2,632,1264,Aereo,Pendiente
815,27/6/2024,Peru,Arequipa,Laura Rodriguez,Impresora,Oficina,1,595,595,Aereo,En transito
816,24/9/2024,Chile,Santiago,Juan Lopez,Silla ergonomica,Muebles,5,864,4320,Terrestre,Cancelado
817,17/8/2024,Brasil,Brasilia,Ana Rodriguez,Escritorio,Muebles,1,1140,1140,Aereo,En transito
818,16/2/2025,Uruguay,Paysandu,Ana Lopez,Laptop,Electronica,5,202,1010,Maritimo,Cancelado
819,21/8/2024,Venezuela,Valencia,Pedro Lopez,Impresora,Oficina,5,956,4780,Maritimo,Cancelado
820,30/1/2024,Colombia,Medellin,Luis Rodriguez,Celular,Electronica,1,679,679,Aereo,En transito
821,2/4/2024,Uruguay,Salto,Ana Martinez,Celular,Electronica,1,488,488,Maritimo,En transito
822,19/5/2024,Uruguay,Paysandu,Lucia Sanchez,Auriculares,Accesorios,4,601,2407,Aereo,Cancelado
823,6/2/2024,Bolivia,Santa Cruz,Maria Sanchez,Celular,Electronica,3,83,251,Terrestre,Pendiente
824,5/3/2024,Colombia,Medellin,Lucia Rodriguez,Escritorio,Muebles,4,671,2684,Maritimo,Pendiente
825,10/12/2024,Ecuador,Guayaquil,Carlos Perez,Auriculares,Accesorios,1,460,460,Terrestre,Entregado
826,13/3/2024,Uruguay,Montevideo,Carlos Perez,Escritorio,Muebles,1,575,575,Aereo,Pendiente
827,14/3/2025,Argentina,Rosario,Ana Perez,Impresora,Oficina,4,986,3944,Maritimo,Entregado
828,5/4/2024,Uruguay,Montevideo,Carlos Rodriguez,Auriculares,Accesorios,2,885,1771,Aereo,En transito
829,3/7/2024,Peru,Cusco,Maria Perez,Teclado,Accesorios,5,892,4464,Aereo,En transito
830,14/12/2024,Ecuador,Guayaquil,Pedro Garcia,Laptop,Electronica,5,1089,5449,Maritimo,Pendiente
831,22/3/2024,Paraguay,Ciudad del Este,Laura Sanchez,Camara,Electronica,4,464,1856,Aereo,Pendiente
832,25/1/2024,Argentina,Cordoba,Maria Lopez,Teclado,Accesorios,5,552,2762,Maritimo,Entregado
833,21/1/2024,Bolivia,Cochabamba,Laura Lopez,Monitor,Electronica,3,72,218,Maritimo,Cancelado
834,29/3/2024,Bolivia,Santa Cruz,Carlos Perez,Silla ergonomica,Muebles,2,1016,2033,Terrestre,Cancelado
835,10/7/2024,Uruguay,Salto,Lucia Martinez,Monitor,Electronica,1,746,746,Terrestre,En transito
836,21/5/2024,Paraguay,Asuncion,Carlos Sanchez,Laptop,Electronica,3,796,2388,Maritimo,Entregado
837,16/12/2024,Argentina,Rosario,Juan Martinez,Camara,Electronica,2,205,410,Maritimo,En transito
838,12/5/2024,Ecuador,Quito,Laura Perez,Teclado,Accesorios,3,449,1348,Aereo,Entregado
839,8/12/2024,Brasil,Rio de Janeiro,Luis Rodriguez,Celular,Electronica,4,744,2978,Aereo,Entregado
840,30/1/2024,Brasil,Brasilia,Maria Sanchez,Celular,Electronica,2,659,1319,Terrestre,Entregado
841,12/12/2024,Peru,Cusco,Luis Lopez,Tablet,Electronica,5,404,2024,Aereo,En transito
842,1/10/2024,Bolivia,Cochabamba,Maria Garcia,Celular,Electronica,2,1055,2110,Terrestre,Entregado
843,8/3/2025,Venezuela,Valencia,Luis Sanchez,Camara,Electronica,1,547,547,Maritimo,Cancelado
844,22/12/2024,Argentina,Rosario,Luis Lopez,Impresora,Oficina,5,1164,5824,Terrestre,Cancelado
845,12/9/2024,Argentina,Rosario,Juan Perez,Auriculares,Accesorios,4,708,2835,Maritimo,Cancelado
846,4/2/2024,Colombia,Medellin,Luis Perez,Tablet,Electronica,4,139,558,Terrestre,Entregado
847,3/5/2024,Chile,Concepcion,Luis Garcia,Laptop,Electronica,4,627,2511,Terrestre,Entregado
848,8/1/2025,Uruguay,Montevideo,Lucia Martinez,Tablet,Electronica,3,1196,3589,Maritimo,En transito
849,10/1/2024,Bolivia,Santa Cruz,Lucia Sanchez,Escritorio,Muebles,2,329,658,Terrestre,En transito
850,26/4/2024,Venezuela,Caracas,Laura Lopez,Celular,Electronica,1,170,170,Terrestre,Entregado
851,10/9/2024,Uruguay,Paysandu,Pedro Sanchez,Camara,Electronica,5,654,3273,Terrestre,Entregado
852,6/7/2024,Paraguay,Encarnacion,Pedro Garcia,Escritorio,Muebles,2,245,490,Terrestre,En transito
853,26/4/2024,Chile,Santiago,Maria Perez,Monitor,Electronica,1,1130,1130,Aereo,Entregado
854,30/6/2024,Venezuela,Valencia,Ana Martinez,Camara,Electronica,5,995,4976,Terrestre,Entregado
855,19/3/2025,Argentina,Cordoba,Ana Perez,Auriculares,Accesorios,5,1115,5578,Aereo,Pendiente
856,24/9/2024,Bolivia,Santa Cruz,Carlos Rodriguez,Monitor,Electronica,1,1013,1013,Aereo,Entregado
857,4/11/2024,Chile,Concepcion,Lucia Rodriguez,Escritorio,Muebles,4,581,2327,Aereo,En transito
858,19/7/2024,Chile,Santiago,Pedro Perez,Celular,Electronica,5,408,2041,Maritimo,En transito
859,5/7/2024,Colombia,Cali,Maria Martinez,Silla ergonomica,Muebles,3,983,2949,Maritimo,Cancelado
860,12/2/2025,Uruguay,Salto,Maria Garcia,Laptop,Electronica,2,842,1685,Aereo,En transito
861,15/6/2024,Argentina,Buenos Aires,Maria Sanchez,Teclado,Accesorios,4,944,3779,Aereo,Cancelado
862,16/10/2024,Ecuador,Cuenca,Pedro Sanchez,Auriculares,Accesorios,5,628,3140,Maritimo,Pendiente
863,24/3/2024,Argentina,Rosario,Carlos Lopez,Silla ergonomica,Muebles,2,600,1200,Aereo,Entregado
864,29/6/2024,Bolivia,Cochabamba,Maria Perez,Celular,Electronica,1,371,371,Terrestre,Cancelado
865,18/10/2024,Peru,Arequipa,Ana Rodriguez,Escritorio,Muebles,5,471,2355,Aereo,Entregado
866,23/1/2024,Venezuela,Maracaibo,Luis Rodriguez,Celular,Electronica,3,1199,3599,Aereo,En transito
867,23/9/2024,Peru,Cusco,Laura Garcia,Auriculares,Accesorios,3,914,2744,Terrestre,Cancelado
868,5/10/2024,Uruguay,Montevideo,Pedro Perez,Tablet,Electronica,3,846,2539,Maritimo,Pendiente
869,22/2/2024,Ecuador,Quito,Maria Lopez,Teclado,Accesorios,3,685,2055,Maritimo,Pendiente
870,26/8/2024,Colombia,Medellin,Maria Garcia,Auriculares,Accesorios,3,719,2157,Terrestre,En transito
871,20/12/2024,Colombia,Medellin,Juan Lopez,Camara,Electronica,5,137,689,Maritimo,En transito
872,20/5/2024,Paraguay,Ciudad del Este,Ana Garcia,Teclado,Accesorios,3,568,1704,Aereo,Entregado
873,2/1/2024,Brasil,Rio de Janeiro,Ana Lopez,Impresora,Oficina,2,916,1832,Maritimo,En transito
874,22/8/2024,Venezuela,Valencia,Carlos Rodriguez,Impresora,Oficina,3,98,295,Terrestre,En transito
875,26/11/2024,Paraguay,Asuncion,Maria Garcia,Auriculares,Accesorios,4,658,2635,Aereo,Entregado
876,4/6/2024,Brasil,Sao Paulo,Juan Martinez,Teclado,Accesorios,3,342,1026,Maritimo,Cancelado
877,9/10/2024,Uruguay,Paysandu,Pedro Martinez,Escritorio,Muebles,2,931,1863,Aereo,Pendiente
878,14/2/2024,Venezuela,Caracas,Ana Perez,Impresora,Oficina,4,120,480,Aereo,Entregado
879,13/1/2025,Brasil,Rio de Janeiro,Pedro Lopez,Silla ergonomica,Muebles,5,118,591,Terrestre,Entregado
880,5/6/2024,Colombia,Bogota,Carlos Perez,Tablet,Electronica,3,351,1055,Aereo,Entregado
881,9/5/2024,Paraguay,Asuncion,Juan Lopez,Auriculares,Accesorios,4,1152,4611,Aereo,Entregado
882,23/3/2024,Bolivia,La Paz,Juan Garcia,Auriculares,Accesorios,5,728,3640,Aereo,Pendiente
883,15/3/2024,Paraguay,Asuncion,Ana Garcia,Camara,Electronica,2,594,1188,Maritimo,Cancelado
884,7/8/2024,Bolivia,Santa Cruz,Ana Lopez,Silla ergonomica,Muebles,4,165,661,Maritimo,Pendiente
885,6/12/2024,Chile,Concepcion,Pedro Martinez,Silla ergonomica,Muebles,5,1151,5756,Aereo,Entregado
886,13/4/2024,Peru,Cusco,Maria Lopez,Camara,Electronica,2,759,1518,Aereo,Entregado
887,23/3/2024,Chile,Valparaiso,Carlos Garcia,Silla ergonomica,Muebles,1,29,29,Aereo,Entregado
888,29/4/2024,Paraguay,Encarnacion,Laura Martinez,Laptop,Electronica,4,39,156,Maritimo,Pendiente
889,17/5/2024,Peru,Cusco,Juan Sanchez,Laptop,Electronica,1,844,844,Terrestre,En transito
